world_id,state_key,example_a,example_b,label_a,label_b,same_label,cosine_distance
eval_world_000000,verdict_token,eval_world_000000_prop_0000_para_00,eval_world_000000_prop_0000_para_01,Unknown,Unknown,True,0.005281567573547363
eval_world_000000,verdict_token,eval_world_000000_prop_0000_para_00,eval_world_000000_prop_0000_para_02,Unknown,Unknown,True,0.0107840895652771
eval_world_000000,verdict_token,eval_world_000000_prop_0000_para_00,eval_world_000000_prop_0000_para_03,Unknown,Unknown,True,0.0049585700035095215
eval_world_000000,verdict_token,eval_world_000000_prop_0000_para_00,eval_world_000000_prop_0000_para_04,Unknown,Unknown,True,-1.1920928955078125e-07
eval_world_000000,verdict_token,eval_world_000000_prop_0000_para_00,eval_world_000000_prop_0000_para_05,Unknown,Unknown,True,0.005281567573547363
eval_world_000000,verdict_token,eval_world_000000_prop_0000_para_01,eval_world_000000_prop_0000_para_02,Unknown,Unknown,True,0.007518291473388672
eval_world_000000,verdict_token,eval_world_000000_prop_0000_para_01,eval_world_000000_prop_0000_para_03,Unknown,Unknown,True,0.011730790138244629
eval_world_000000,verdict_token,eval_world_000000_prop_0000_para_01,eval_world_000000_prop_0000_para_04,Unknown,Unknown,True,0.005281567573547363
eval_world_000000,verdict_token,eval_world_000000_prop_0000_para_01,eval_world_000000_prop_0000_para_05,Unknown,Unknown,True,-1.1920928955078125e-07
eval_world_000000,verdict_token,eval_world_000000_prop_0000_para_02,eval_world_000000_prop_0000_para_03,Unknown,Unknown,True,0.01926243305206299
eval_world_000000,verdict_token,eval_world_000000_prop_0000_para_02,eval_world_000000_prop_0000_para_04,Unknown,Unknown,True,0.0107840895652771
eval_world_000000,verdict_token,eval_world_000000_prop_0000_para_02,eval_world_000000_prop_0000_para_05,Unknown,Unknown,True,0.007518291473388672
eval_world_000000,verdict_token,eval_world_000000_prop_0000_para_03,eval_world_000000_prop_0000_para_04,Unknown,Unknown,True,0.0049585700035095215
eval_world_000000,verdict_token,eval_world_000000_prop_0000_para_03,eval_world_000000_prop_0000_para_05,Unknown,Unknown,True,0.011730790138244629
eval_world_000000,verdict_token,eval_world_000000_prop_0000_para_04,eval_world_000000_prop_0000_para_05,Unknown,Unknown,True,0.005281567573547363
eval_world_000000,verdict_span_mean,eval_world_000000_prop_0000_para_00,eval_world_000000_prop_0000_para_01,Unknown,Unknown,True,0.002956986427307129
eval_world_000000,verdict_span_mean,eval_world_000000_prop_0000_para_00,eval_world_000000_prop_0000_para_02,Unknown,Unknown,True,0.006011307239532471
eval_world_000000,verdict_span_mean,eval_world_000000_prop_0000_para_00,eval_world_000000_prop_0000_para_03,Unknown,Unknown,True,0.0028520822525024414
eval_world_000000,verdict_span_mean,eval_world_000000_prop_0000_para_00,eval_world_000000_prop_0000_para_04,Unknown,Unknown,True,-1.1920928955078125e-07
eval_world_000000,verdict_span_mean,eval_world_000000_prop_0000_para_00,eval_world_000000_prop_0000_para_05,Unknown,Unknown,True,0.002956986427307129
eval_world_000000,verdict_span_mean,eval_world_000000_prop_0000_para_01,eval_world_000000_prop_0000_para_02,Unknown,Unknown,True,0.0037574172019958496
eval_world_000000,verdict_span_mean,eval_world_000000_prop_0000_para_01,eval_world_000000_prop_0000_para_03,Unknown,Unknown,True,0.0057711005210876465
eval_world_000000,verdict_span_mean,eval_world_000000_prop_0000_para_01,eval_world_000000_prop_0000_para_04,Unknown,Unknown,True,0.002956986427307129
eval_world_000000,verdict_span_mean,eval_world_000000_prop_0000_para_01,eval_world_000000_prop_0000_para_05,Unknown,Unknown,True,0.0
eval_world_000000,verdict_span_mean,eval_world_000000_prop_0000_para_02,eval_world_000000_prop_0000_para_03,Unknown,Unknown,True,0.00974351167678833
eval_world_000000,verdict_span_mean,eval_world_000000_prop_0000_para_02,eval_world_000000_prop_0000_para_04,Unknown,Unknown,True,0.006011307239532471
eval_world_000000,verdict_span_mean,eval_world_000000_prop_0000_para_02,eval_world_000000_prop_0000_para_05,Unknown,Unknown,True,0.0037574172019958496
eval_world_000000,verdict_span_mean,eval_world_000000_prop_0000_para_03,eval_world_000000_prop_0000_para_04,Unknown,Unknown,True,0.0028520822525024414
eval_world_000000,verdict_span_mean,eval_world_000000_prop_0000_para_03,eval_world_000000_prop_0000_para_05,Unknown,Unknown,True,0.0057711005210876465
eval_world_000000,verdict_span_mean,eval_world_000000_prop_0000_para_04,eval_world_000000_prop_0000_para_05,Unknown,Unknown,True,0.002956986427307129
