world_id,state_key,n_examples,n_true,n_false,n_unknown,same_label_mean_cosine,different_label_mean_cosine,same_minus_different_cosine,different_minus_same_cosine,nearest_neighbor_purity
eval_world_000005,prompt_tail_mean,72,24,24,24,0.02553625073697832,0.03327209888784974,-0.0077358481508714196,0.0077358481508714196,1.0
eval_world_000006,prompt_tail_mean,72,24,24,24,0.02356219054132268,0.031482035363162006,-0.007919844821839325,0.007919844821839325,1.0
eval_world_000007,prompt_tail_mean,72,24,24,24,0.024133098586169993,0.029099172050202335,-0.004966073464032342,0.004966073464032342,1.0
eval_world_000008,prompt_tail_mean,72,24,24,24,0.0307887214537404,0.03714952466112596,-0.006360803207385562,0.006360803207385562,1.0
eval_world_000009,prompt_tail_mean,72,24,24,24,0.03009548394576363,0.03327260180204003,-0.0031771178562764006,0.0031771178562764006,1.0
eval_world_000010,prompt_tail_mean,72,24,24,24,0.028039388682531273,0.03400965573059188,-0.005970267048060605,0.005970267048060605,1.0
eval_world_000011,prompt_tail_mean,72,24,24,24,0.02656202227021185,0.03409363122449981,-0.007531608954287956,0.007531608954287956,1.0
eval_world_000012,prompt_tail_mean,72,24,24,24,0.03346170182677283,0.044122633420758776,-0.01066093159398595,0.01066093159398595,1.0
eval_world_000013,prompt_tail_mean,72,24,24,24,0.03280160291759288,0.036183885816070765,-0.0033822828984778827,0.0033822828984778827,1.0
eval_world_000014,prompt_tail_mean,72,24,24,24,0.03216441681131649,0.035066479058177384,-0.0029020622468608967,0.0029020622468608967,1.0
eval_world_000015,prompt_tail_mean,72,24,24,24,0.02988868901407085,0.033529977279680746,-0.0036412882656098947,0.0036412882656098947,1.0
eval_world_000016,prompt_tail_mean,72,24,24,24,0.03161965411354378,0.0381138821442922,-0.006494228030748415,0.006494228030748415,1.0
eval_world_000017,prompt_tail_mean,72,24,24,24,0.02817526330118594,0.03591087653681084,-0.0077356132356249,0.0077356132356249,1.0
eval_world_000018,prompt_tail_mean,72,24,24,24,0.030421046243197677,0.03619630165674068,-0.005775255413543005,0.005775255413543005,1.0
eval_world_000000,verdict_token,72,24,24,24,0.027765696391391294,0.03237345042052092,-0.004607754029129628,0.004607754029129628,1.0
eval_world_000001,verdict_token,72,24,24,24,0.018839492170131148,0.020924549825765467,-0.002085057655634319,0.002085057655634319,1.0
eval_world_000002,verdict_token,72,24,24,24,0.02286088005932057,0.029562017569939297,-0.006701137510618727,0.006701137510618727,1.0
eval_world_000003,verdict_token,72,24,24,24,0.021509408518887947,0.024792307366927464,-0.0032828988480395165,0.0032828988480395165,1.0
eval_world_000004,verdict_token,72,24,24,24,0.022861980081756335,0.0317995454426165,-0.008937565360860163,0.008937565360860163,1.0
eval_world_000005,verdict_token,72,24,24,24,0.01917190734602979,0.037209404839409724,-0.018037497493379934,0.018037497493379934,1.0
eval_world_000006,verdict_token,72,24,24,24,0.018618214173593384,0.021541105652296985,-0.0029228914787036014,0.0029228914787036014,1.0
eval_world_000007,verdict_token,72,24,24,24,0.018412694334983826,0.03286028763762227,-0.014447593302638444,0.014447593302638444,1.0
eval_world_000008,verdict_token,72,24,24,24,0.026889296185567183,0.03088413675626119,-0.0039948405706940054,0.0039948405706940054,1.0
eval_world_000009,verdict_token,72,24,24,24,0.02512184771650655,0.02756985953008687,-0.0024480118135803176,0.0024480118135803176,1.0
eval_world_000010,verdict_token,72,24,24,24,0.026169745674455798,0.030404291219181485,-0.0042345455447256874,0.0042345455447256874,1.0
eval_world_000011,verdict_token,72,24,24,24,0.027412224866917745,0.03207468751955916,-0.004662462652641412,0.004662462652641412,1.0
eval_world_000012,verdict_token,72,24,24,24,0.029169005040385297,0.03333325573691615,-0.004164250696530855,0.004164250696530855,1.0
eval_world_000013,verdict_token,72,24,24,24,0.028168023280475452,0.030688429458273783,-0.002520406177798331,0.002520406177798331,1.0
eval_world_000014,verdict_token,72,24,24,24,0.020721416182564078,0.022872911283263454,-0.0021514951006993757,0.0021514951006993757,1.0
eval_world_000015,verdict_token,72,24,24,24,0.024558262476598584,0.027800844913279568,-0.003242582436680984,0.003242582436680984,1.0
eval_world_000016,verdict_token,72,24,24,24,0.026761054416785494,0.02984679835262122,-0.003085743935835727,0.003085743935835727,1.0
eval_world_000017,verdict_token,72,24,24,24,0.02079961697260539,0.02827745634648535,-0.007477839373879962,0.007477839373879962,1.0
eval_world_000018,verdict_token,72,24,24,24,0.018408885612579935,0.03860231889066873,-0.020193433278088795,0.020193433278088795,1.0
eval_world_000000,verdict_span_mean,72,24,24,24,0.012065379947855852,0.014028657365728307,-0.0019632774178724548,0.0019632774178724548,1.0
eval_world_000001,verdict_span_mean,72,24,24,24,0.008887100262918335,0.00977926273588781,-0.0008921624729694745,0.0008921624729694745,1.0
eval_world_000002,verdict_span_mean,72,24,24,24,0.010288722417204852,0.013098206509042669,-0.002809484091837816,0.002809484091837816,1.0
eval_world_000003,verdict_span_mean,72,24,24,24,0.009796086788753381,0.011063898741095155,-0.0012678119523417738,0.0012678119523417738,1.0
eval_world_000004,verdict_span_mean,72,24,24,24,0.01015484102682215,0.013714964467066305,-0.0035601234402441555,0.0035601234402441555,1.0
eval_world_000005,verdict_span_mean,72,24,24,24,0.008790971288358531,0.016330730307985236,-0.007539759019626705,0.007539759019626705,1.0
eval_world_000006,verdict_span_mean,72,24,24,24,0.008457097022429756,0.009664368988187224,-0.0012072719657574681,0.0012072719657574681,1.0
eval_world_000007,verdict_span_mean,72,24,24,24,0.008305874423704285,0.014308639560584669,-0.006002765136880384,0.006002765136880384,1.0
eval_world_000008,verdict_span_mean,72,24,24,24,0.012165945005301692,0.013986924042304357,-0.0018209790370026652,0.0018209790370026652,1.0
eval_world_000009,verdict_span_mean,72,24,24,24,0.011242411202854581,0.012218453817897372,-0.0009760426150427909,0.0009760426150427909,1.0
eval_world_000010,verdict_span_mean,72,24,24,24,0.011521663930681016,0.013157119629559693,-0.0016354556988786764,0.0016354556988786764,1.0
eval_world_000011,verdict_span_mean,72,24,24,24,0.013165599482070996,0.015294709829268631,-0.0021291103471976353,0.0021291103471976353,1.0
eval_world_000012,verdict_span_mean,72,24,24,24,0.013132247084004867,0.014930586296099203,-0.0017983392120943364,0.0017983392120943364,1.0
eval_world_000013,verdict_span_mean,72,24,24,24,0.012639883635700613,0.013762919301236118,-0.0011230356655355048,0.0011230356655355048,1.0
eval_world_000014,verdict_span_mean,72,24,24,24,0.009245364562324856,0.01009842049744394,-0.0008530559351190847,0.0008530559351190847,1.0
eval_world_000015,verdict_span_mean,72,24,24,24,0.011007856631624525,0.012383285909891129,-0.0013754292782666034,0.0013754292782666034,1.0
eval_world_000016,verdict_span_mean,72,24,24,24,0.01219155218290246,0.013284281862002832,-0.001092729679100372,0.001092729679100372,1.0
eval_world_000017,verdict_span_mean,72,24,24,24,0.00958139287388843,0.012800712414361813,-0.003219319540473383,0.003219319540473383,1.0
eval_world_000018,verdict_span_mean,72,24,24,24,0.008146762631941532,0.01659404100091369,-0.008447278368972157,0.008447278368972157,1.0
